reference,ean,mpn,upc,product_id,parent_product_id,stock,total_sold,stock_cost_ex,stock_cost_inc,cost_price_import_tax,actual_cost_price_ex,actual_cost_price_inc,price_inc,price_ex,price_sale_inc,price_sale_ex,price_rrp_inc,price_rrp_ex,cost_price_inc,cost_price_ex,name,title,parent_title,parent_reference,attribute_summary,model,product_url,num_sold_period,avg_sold_period,weeks_cover,bundled
0004976201,5061049601158,,,23463,8060,4,,,,,,,229.000,190.833,229.000,190.833,0.000,0.000,,,ASHWOOD,"Ladies Veg Tanned Leather Mandarin Collar Biker Jacket Black: AWL-265","Ladies Veg Tanned Leather Mandarin Collar Biker Jacket Black: AWL-265",00049762,"Size: 8",awl-265,ladies-c3/leather-jackets-c9/biker-styles-c78/ladies-veg-tanned-leather-mandarin-collar-biker-jacket-black-awl-265-p8060,0,0,0,N
0004976207,5061049601219,,,23469,8060,4,,,,,,,249.000,207.500,249.000,207.500,0.000,0.000,,,ASHWOOD,"Ladies Veg Tanned Leather Mandarin Collar Biker Jacket Black: AWL-265","Ladies Veg Tanned Leather Mandarin Collar Biker Jacket Black: AWL-265",00049762,"Size: 20",awl-265,ladies-c3/leather-jackets-c9/biker-styles-c78/ladies-veg-tanned-leather-mandarin-collar-biker-jacket-black-awl-265-p8060,0,0,0,N
0004987601,5061049600694,,,23542,8069,4,,,,,,,239.000,199.167,199.000,165.833,0.000,0.000,,,ASHWOOD,"Ladies Veg Tanned Leather Biker Jacket Tan: AWL-80","Ladies Veg Tanned Leather Biker Jacket Tan: AWL-80",00049876,"Size: 8",awl-80,ladies-c3/leather-jackets-c9/biker-styles-c78/ladies-veg-tanned-leather-biker-jacket-tan-awl-80-p8069,0,0,0,N
0004987606,5061049600748,,,23547,8069,4,,,,,,,239.000,199.167,199.000,165.833,0.000,0.000,,,ASHWOOD,"Ladies Veg Tanned Leather Biker Jacket Tan: AWL-80","Ladies Veg Tanned Leather Biker Jacket Tan: AWL-80",00049876,"Size: 18",awl-80,ladies-c3/leather-jackets-c9/biker-styles-c78/ladies-veg-tanned-leather-biker-jacket-tan-awl-80-p8069,0,0,0,N
0003215300,,,,23740,8145,4,,,,,,,100.000,83.333,69.000,57.500,0.000,0.000,,,ASHWOOD,"Large Leather Shopper Bag Burgandy: 62102","Large Leather Shopper Bag Burgandy: 62102",00032153,"Size: One Size",62102,ladies-c3/leather-handbags-c10/large-leather-shopper-bag-burgandy-62102-p8145,0,0,0,N
0003745200,,,,23745,8150,4,,,,,,,109.000,90.833,109.000,90.833,0.000,0.000,,,ASHWOOD,"Ashwood Women's Large Leather Shoulder Bag Gold: 62642","Ashwood Women's Large Leather Shoulder Bag Gold: 62642",00037452,"Size: One Size",62642,ladies-c3/leather-handbags-c10/ashwood-womens-large-leather-shoulder-bag-gold-62642-p8150,0,0,0,N
0005015600,5061049604142,,,23840,8182,4,,,,,,,150.000,125.000,150.000,125.000,0.000,0.000,,,ASHWOOD,"Exquisite Real Leather  Pommel HorseStool Chestnut: LF-171","Exquisite Real Leather  Pommel HorseStool Chestnut: LF-171",00050156,"Size: One Size",lf-171,home-living-c65/exquisite-real-leather-pommel-horsestool-chestnut-lf-171-p8182,0,0,0,N
0005020000,5061049604029,,,23958,8224,4,,,,,,,48.000,40.000,30.000,25.000,0.000,0.000,,,ASHWOOD,"Ashwood's Premium Leather Round Coaster Chestnut: LF-159","Ashwood's Premium Leather Round Coaster Chestnut: LF-159",00050200,"Size: One Size",lf-159,home-living-c65/ashwoods-premium-leather-round-coaster-chestnut-lf-159-p8224,0,0,0,N
0005023500,5061049604166,,,24208,8413,4,,,,,,,144.000,120.000,90.000,75.000,0.000,0.000,,,ASHWOOD,"Premium Leather zip up Document Holder Chestnut: LF-173","Premium Leather zip up Document Holder Chestnut: LF-173",00050235,"Size: One Size",lf-173,home-living-c65/premium-leather-zip-up-document-holder-chestnut-lf-173-p8413,0,0,0,N
0005049800,5061042993779,,,24614,8630,4,,,,,,,45.000,37.500,45.000,37.500,0.000,0.000,,,ASHWOOD,"Ashwood Unisex Bum Bag Navy: D-102","Ashwood Unisex Bum Bag Navy: D-102",00050498,"Size: One Size",d-102,handbags-c6/ashwood-unisex-bum-bag-navy-d-102-p8630,0,0,0,N
0005047400,5061042993236,,,24629,8645,4,,,,,,,79.950,66.625,79.950,66.625,0.000,0.000,,,ASHWOOD,"Ashwood Leather Backpacks Tan: D-97","Ashwood Leather Backpacks Tan: D-97",00050474,"Size: One Size",d-97,handbags-c6/backpacks-c89/ashwood-leather-backpacks-tan-d-97-p8645,1,0.08,48,N
0005050900,5061042993823,,,24654,8667,4,,,,,,,34.990,29.158,29.990,24.992,0.000,0.000,,,ASHWOOD,"Ashwood Leather RFID Secure Wallet/Purse with Zip and Stud Closure Navy: X-30","Ashwood Leather RFID Secure Wallet/Purse with Zip and Stud Closure Navy: X-30",00050509,"Size: One Size",x-30,ladies-c3/purses-c22/ashwood-leather-rfid-secure-wallet-purse-with-zip-and-stud-closure-navy-x-30-p8667,2,0.17,24,N
0005052100,5061042993984,,,24666,8679,4,,,,,,,49.990,41.658,49.990,41.658,0.000,0.000,,,ASHWOOD,"Ashwood Leather Luxury Crossbody Phone Bag Design-X Pink: X-31","Ashwood Leather Luxury Crossbody Phone Bag Design-X Pink: X-31",00050521,"Size: One Size",x-31,handbags-c6/cross-body-bag-c87/ashwood-leather-luxury-crossbody-phone-bag-design-x-pink-x-31-p8679,0,0,0,N
0005052900,5061042994028,,,24674,8687,4,,,,,,,70.000,58.333,59.990,49.992,0.000,0.000,,,ASHWOOD,"Ashwood Leather Exquisite Crossbody Bag Navy: X-33","Ashwood Leather Exquisite Crossbody Bag Navy: X-33",00050529,"Size: One Size",x-33,handbags-c6/cross-body-bag-c87/ashwood-leather-exquisite-crossbody-bag-navy-x-33-p8687,2,0.17,24,N
0005053000,5061042994103,,,24675,8688,4,,,,,,,70.000,58.333,59.990,49.992,0.000,0.000,,,ASHWOOD,"Ashwood Leather Exquisite Crossbody Bag Orange: X-33","Ashwood Leather Exquisite Crossbody Bag Orange: X-33",00050530,"Size: One Size",x-33,handbags-c6/cross-body-bag-c87/ashwood-leather-exquisite-crossbody-bag-orange-x-33-p8688,0,0,0,N
0005054300,5061042994196,,,24688,8701,4,,,,,,,80.000,66.667,80.000,66.667,0.000,0.000,,,ASHWOOD,"Compact Twin Zip Ashwood Leather Crossbody Bag Teal: X-35","Compact Twin Zip Ashwood Leather Crossbody Bag Teal: X-35",00050543,"Size: One Size",x-35,ladies-c3/leather-handbags-c10/compact-twin-zip-ashwood-leather-crossbody-bag-teal-x-35-p8701,0,0,0,N
0005054800,5061042994264,,,24693,8706,4,,,,,,,110.000,91.667,110.000,91.667,0.000,0.000,,,ASHWOOD,"Ashwood Leather Backpack Green: X-37","Ashwood Leather Backpack Green: X-37",00050548,"Size: One Size",x-37,ladies-c3/leather-handbags-c10/ashwood-leather-backpack-green-x-37-p8706,0,0,0,N
0005055100,5061042994288,,,24696,8709,4,,,,,,,110.000,91.667,110.000,91.667,0.000,0.000,,,ASHWOOD,"Ashwood Leather Backpack Pink: X-37","Ashwood Leather Backpack Pink: X-37",00050551,"Size: One Size",x-37,ladies-c3/leather-handbags-c10/ashwood-leather-backpack-pink-x-37-p8709,0,0,0,N
0005056100,5061042994387,,,24706,8719,4,,,,,,,140.000,116.667,104.990,87.492,0.000,0.000,,,ASHWOOD,"Ashwood 3 Section Large Leather Handbag Pink: X-39","Ashwood 3 Section Large Leather Handbag Pink: X-39",00050561,"Size: One Size",x-39,ladies-c3/leather-handbags-c10/ashwood-3-section-large-leather-handbag-pink-x-39-p8719,0,0,0,N
0005056500,5061042994349,,,24710,8723,4,,,,,,,140.000,116.667,104.990,87.492,0.000,0.000,,,ASHWOOD,"Ashwood 3 Section Large Leather Handbag Wine: X-39","Ashwood 3 Section Large Leather Handbag Wine: X-39",00050565,"Size: One Size",x-39,ladies-c3/leather-handbags-c10/ashwood-3-section-large-leather-handbag-wine-x-39-p8723,0,0,0,N
0005068000,5056798425483,,,24746,8738,4,,,,,,,129.000,107.500,44.990,37.492,0.000,0.000,,,"Dawid Tomaszewski","Elegant Crossbody Bucket Bag Blue: 63386","Elegant Crossbody Bucket Bag Blue: 63386",00050680,"Size: One Size",63386,ladies-c3/leather-handbags-c10/elegant-crossbody-bucket-bag-blue-63386-p8738,0,0,0,N
0005068800,,,,24758,8750,4,,,,,,,45.000,37.500,45.000,37.500,0.000,0.000,,,ASHWOOD,"Ashwood Leather Crossbody Smart Phone Bag Brown: M-80","Ashwood Leather Crossbody Smart Phone Bag Brown: M-80",00050688,"Size: One Size",m-80,ladies-c3/leather-handbags-c10/ashwood-leather-crossbody-smart-phone-bag-brown-m-80-p8750,1,0.08,48,N
0005069300,,,,24762,8754,4,,,,,,,60.000,50.000,60.000,50.000,0.000,0.000,,,ASHWOOD,"Elegant Ashwood Leather Crossbody Bag Tan: M-82","Elegant Ashwood Leather Crossbody Bag Tan: M-82",00050693,"Size: One Size",m-82,ladies-c3/leather-handbags-c10/elegant-ashwood-leather-crossbody-bag-tan-m-82-p8754,5,0.42,10,N
0005069800,5061042996954,,,24767,8759,4,,,,,,,70.000,58.333,70.000,58.333,0.000,0.000,,,ASHWOOD,"Ashwood Leather Crossbody Bag Brown: M-84","Ashwood Leather Crossbody Bag Brown: M-84",00050698,"Size: One Size",m-84,ladies-c3/leather-handbags-c10/ashwood-leather-crossbody-bag-brown-m-84-p8759,1,0.08,48,N
0005070800,5061042997050,,,24777,8769,4,,,,,,,45.000,37.500,45.000,37.500,0.000,0.000,,,ASHWOOD,"Ashwood Leather Crossbody Bag Tan: M-87","Ashwood Leather Crossbody Bag Tan: M-87",00050708,"Size: One Size",m-87,ladies-c3/leather-handbags-c10/ashwood-leather-crossbody-bag-tan-m-87-p8769,0,0,0,N
0005071300,5061042997104,,,24782,8774,4,,,,,,,95.000,79.167,95.000,79.167,0.000,0.000,,,ASHWOOD,"Elegance Satchel Leather Hangbag Brown: M-89","Elegance Satchel Leather Hangbag Brown: M-89",00050713,"Size: One Size",m-89,ladies-c3/elegance-satchel-leather-hangbag-brown-m-89-p8774,0,0,0,N
0005071800,5061042997180,,,24787,8779,4,,,,,,,24.990,20.825,24.990,20.825,0.000,0.000,,,ASHWOOD,"Ashwood Leather Small Purse Black: m-99","Ashwood Leather Small Purse Black: m-99",00050718,"Size: One Size",m-99,gift-accessories-c8/purses-c36/ashwood-leather-small-purse-black-m-99-p8779,1,0.08,48,N
0005073600,5061027914607,,,24804,8795,4,,,,,,,45.000,37.500,45.000,37.500,0.000,0.000,,,ASHWOOD,"Ashwood Vintage Small Purse Mud/brown: Lucy","Ashwood Vintage Small Purse Mud/brown: Lucy",00050736,"Size: One Size",lucy,gift-accessories-c8/purses-c36/ashwood-vintage-small-purse-mud-brown-lucy-p8795,0,0,0,N
0005073400,5061027914584,,,24805,8796,4,,,,,,,45.000,37.500,45.000,37.500,0.000,0.000,,,ASHWOOD,"Ashwood Leather Vintage Purse Mud/brown: Matilda","Ashwood Leather Vintage Purse Mud/brown: Matilda",00050734,"Size: One Size",matilda,ladies-c3/accessories-c24/ashwood-leather-vintage-purse-mud-brown-matilda-p8796,1,0.08,48,N
0005079303,5056798426831,,,24884,8829,4,,,,,,,249.000,207.500,249.000,207.500,0.000,0.000,,,MONOMOI,"Ladies 3/4 Side Zip Leather Jacket Black: Aroma","Ladies 3/4 Side Zip Leather Jacket Black: Aroma",00050793,"Size: 12",aroma,ladies-c3/leather-jackets-c9/3-4-styles-c91/ladies-3-4-side-zip-leather-jacket-black-aroma-p8829,0,0,0,N
0005080700,5061049605071,,,24907,8835,4,,,,,,,29.950,24.958,29.950,24.958,0.000,0.000,,,ASHWOOD,"Elegant Ashwood Leather x Harris Tweed Trifold Twist-Lock Purse Tann/Mcload: TW-10-02-TM","Elegant Ashwood Leather x Harris Tweed Trifold Twist-Lock Purse Tann/Mcload: TW-10-02-TM",00050807,"Size: One Size",TW-10,ladies-c3/elegant-ashwood-leather-x-harris-tweed-trifold-twist-lock-purse-tann-mcload-tw-10-02-tm-p8835,0,0,0,N
0005081700,5061049605170,,,24917,8845,4,,,,,,,29.950,24.958,29.950,24.958,0.000,0.000,,,ASHWOOD,"Elegant Ashwood Leather x Harris Tweed Trifold Twist-Lock Purse Black/White: TW-10-12-BW","Elegant Ashwood Leather x Harris Tweed Trifold Twist-Lock Purse Black/White: TW-10-12-BW",00050817,"Size: One Size",TW-10,ladies-c3/elegant-ashwood-leather-x-harris-tweed-trifold-twist-lock-purse-black-white-tw-10-12-bw-p8845,0,0,0,N
0005082700,5061049605279,,,24927,8855,4,,,,,,,34.950,29.125,34.950,29.125,0.000,0.000,,,ASHWOOD,"Exquisite Ashwood Leather x Harris Tweed Twist-Lock Purse Tan/Green Check: TW-11-10-TGNH","Exquisite Ashwood Leather x Harris Tweed Twist-Lock Purse Tan/Green Check: TW-11-10-TGNH",00050827,"Size: One Size",TW-11,ladies-c3/exquisite-ashwood-leather-x-harris-tweed-twist-lock-purse-tan-green-check-tw-11-10-tgnh-p8855,1,0.08,48,N
0005082900,5061049605293,,,24929,8857,4,,,,,,,34.950,29.125,34.950,29.125,0.000,0.000,,,ASHWOOD,"Exquisite Ashwood Leather x Harris Tweed Twist-Lock Purse Black/White: TW-11-12-BW","Exquisite Ashwood Leather x Harris Tweed Twist-Lock Purse Black/White: TW-11-12-BW",00050829,"Size: One Size",TW-11,ladies-c3/exquisite-ashwood-leather-x-harris-tweed-twist-lock-purse-black-white-tw-11-12-bw-p8857,0,0,0,N
0005083800,5061042997722,,,24938,8866,4,,,,,,,29.950,24.958,29.950,24.958,0.000,0.000,,,ASHWOOD,"Ashwood Leather and Harris Tweed Three compartment wallet Brown/Green: TW-12-09-BG","Ashwood Leather and Harris Tweed Three compartment wallet Brown/Green: TW-12-09-BG",00050838,"Size: One Size",TW-12,gift-accessories-c8/wallets-c16/ashwood-leather-and-harris-tweed-three-compartment-wallet-brown-green-tw-12-09-bg-p8866,0,0,0,N
0005085600,5061042997913,,,24956,8884,4,,,,,,,19.950,16.625,19.950,16.625,0.000,0.000,,,ASHWOOD,"Ashwood Leather & Harris Tweed Card Holder Black/Watch: TW-15-03-BW","Ashwood Leather & Harris Tweed Card Holder Black/Watch: TW-15-03-BW",00050856,"Size: One Size",TW-15,gift-accessories-c8/ashwood-leather-harris-tweed-card-holder-black-watch-tw-15-03-bw-p8884,0,0,0,N
0005086200,5061042997968,,,24962,8890,4,,,,,,,19.950,16.625,19.950,16.625,0.000,0.000,,,ASHWOOD,"Ashwood Leather & Harris Tweed Card Holder Brown/Green: TW-15-09-BG","Ashwood Leather & Harris Tweed Card Holder Brown/Green: TW-15-09-BG",00050862,"Size: One Size",TW-15,gift-accessories-c8/ashwood-leather-harris-tweed-card-holder-brown-green-tw-15-09-bg-p8890,1,0.08,48,N
0005089100,5061042998255,,,24991,8919,4,,,,,,,24.950,20.792,24.950,20.792,0.000,0.000,,,ASHWOOD,"Ashwood Leather & Harris Tweed A6 Notebook Tan/Mcload: TW-18-02-TM","Ashwood Leather & Harris Tweed A6 Notebook Tan/Mcload: TW-18-02-TM",00050891,"Size: One Size",TW-18,gift-accessories-c8/ashwood-leather-harris-tweed-a6-notebook-tan-mcload-tw-18-02-tm-p8919,0,0,0,N
0005089400,5061042998286,,,24994,8922,4,,,,,,,24.950,20.792,24.950,20.792,0.000,0.000,,,ASHWOOD,"Ashwood Leather & Harris Tweed A6 Notebook Tan/LT Blue: TW-18-05-TB","Ashwood Leather & Harris Tweed A6 Notebook Tan/LT Blue: TW-18-05-TB",00050894,"Size: One Size",TW-18,ladies-c3/ashwood-leather-harris-tweed-a6-notebook-tan-lt-blue-tw-18-05-tb-p8922,0,0,0,N
0005090200,5061042998378,,,25002,8930,4,,,,,,,29.950,24.958,29.950,24.958,0.000,0.000,,,ASHWOOD,"Ashwood Leather & Harris Tweed A5 Notebook Brown/Mcload: TW-19-01-BM","Ashwood Leather & Harris Tweed A5 Notebook Brown/Mcload: TW-19-01-BM",00050902,"Size: One Size",TW-19,gift-accessories-c8/ashwood-leather-harris-tweed-a5-notebook-brown-mcload-tw-19-01-bm-p8930,0,0,0,N
0005091300,5061042998361,,,25013,8941,4,,,,,,,29.950,24.958,29.950,24.958,0.000,0.000,,,ASHWOOD,"Ashwood Leather & Harris Tweed A5 Notebook Black/White: TW-19-012-BW","Ashwood Leather & Harris Tweed A5 Notebook Black/White: TW-19-012-BW",00050913,"Size: One Size",TW-19,mens-c4/accessories-c27/ashwood-leather-harris-tweed-a5-notebook-black-white-tw-19-012-bw-p8941,0,0,0,N
0005091500,5061042998491,,,25015,8943,4,,,,,,,45.000,37.500,45.000,37.500,0.000,0.000,,,ASHWOOD,"Ashwood Leather & Harris Tweed elegance Crossbody Bag Tan/Mcload: TW-20-02-TM","Ashwood Leather & Harris Tweed elegance Crossbody Bag Tan/Mcload: TW-20-02-TM",00050915,"Size: One Size",TW-20,ladies-c3/leather-handbags-c10/ashwood-leather-harris-tweed-elegance-crossbody-bag-tan-mcload-tw-20-02-tm-p8943,0,0,0,N
0005092000,5061042998545,,,25020,8948,4,,,,,,,45.000,37.500,45.000,37.500,0.000,0.000,,,ASHWOOD,"Ashwood Leather & Harris Tweed elegance Crossbody Bag Black/Green/Red: TW-20-07-BR","Ashwood Leather & Harris Tweed elegance Crossbody Bag Black/Green/Red: TW-20-07-BR",00050920,"Size: One Size",TW-20,ladies-c3/leather-handbags-c10/ashwood-leather-harris-tweed-elegance-crossbody-bag-black-green-red-tw-20-07-br-p8948,0,0,0,N
0005092500,5061042998590,,,25025,8953,4,,,,,,,45.000,37.500,45.000,37.500,0.000,0.000,,,ASHWOOD,"Ashwood Leather & Harris Tweed elegance Crossbody Bag Black/White: TW-20-012-BW","Ashwood Leather & Harris Tweed elegance Crossbody Bag Black/White: TW-20-012-BW",00050925,"Size: One Size",TW-20,ladies-c3/leather-handbags-c10/ashwood-leather-harris-tweed-elegance-crossbody-bag-black-white-tw-20-012-bw-p8953,1,0.08,48,N
0005096200,5061042998965,,,25062,8990,4,,,,,,,65.000,54.167,65.000,54.167,0.000,0.000,,,ASHWOOD,"Ashwood Leather & Harris Tweed Crossbody Bag Brown/Mcload: TW-24-01-BM","Ashwood Leather & Harris Tweed Crossbody Bag Brown/Mcload: TW-24-01-BM",00050962,"Size: One Size",TW-24,ladies-c3/leather-handbags-c10/ashwood-leather-harris-tweed-crossbody-bag-brown-mcload-tw-24-01-bm-p8990,0,0,0,N
0005096700,5061042999016,,,25067,8995,4,,,,,,,65.000,54.167,65.000,54.167,0.000,0.000,,,ASHWOOD,"Ashwood Leather & Harris Tweed Crossbody Bag Navy/Pink: TW-24-06-NP","Ashwood Leather & Harris Tweed Crossbody Bag Navy/Pink: TW-24-06-NP",00050967,"Size: One Size",TW-24,ladies-c3/leather-handbags-c10/ashwood-leather-harris-tweed-crossbody-bag-navy-pink-tw-24-06-np-p8995,0,0,0,N
0005097300,5061042999078,,,25073,9001,4,,,,,,,65.000,54.167,65.000,54.167,0.000,0.000,,,ASHWOOD,"Ashwood Leather & Harris Tweed Crossbody Bag Black/White: TW-24-012-BW","Ashwood Leather & Harris Tweed Crossbody Bag Black/White: TW-24-012-BW",00050973,"Size: One Size",TW-24,ladies-c3/leather-handbags-c10/ashwood-leather-harris-tweed-crossbody-bag-black-white-tw-24-012-bw-p9001,0,0,0,N
0005098900,5061042999238,,,25089,9017,4,,,,,,,55.000,45.833,55.000,45.833,0.000,0.000,,,ASHWOOD,"Ashwood Leather & Harris Tweed Saddle Bag Tan/Watch: TW-26-04-TW","Ashwood Leather & Harris Tweed Saddle Bag Tan/Watch: TW-26-04-TW",00050989,"Size: One Size",TW-26,ladies-c3/leather-handbags-c10/ashwood-leather-harris-tweed-saddle-bag-tan-watch-tw-26-04-tw-p9017,0,0,0,N
0005099800,5061042999320,,,25098,9026,4,,,,,,,65.000,54.167,65.000,54.167,0.000,0.000,,,ASHWOOD,"Elegant Ashwood Leather & Harris Tweed Crossbody Bag Brown/Mcload: TW-27-01-BM","Elegant Ashwood Leather & Harris Tweed Crossbody Bag Brown/Mcload: TW-27-01-BM",00050998,"Size: One Size",TW-27,ladies-c3/leather-handbags-c10/elegant-ashwood-leather-harris-tweed-crossbody-bag-brown-mcload-tw-27-01-bm-p9026,0,0,0,N
0005099900,5061042999337,,,25099,9027,4,,,,,,,65.000,54.167,65.000,54.167,0.000,0.000,,,ASHWOOD,"Elegant Ashwood Leather & Harris Tweed Crossbody Bag Tan/Mcload: TW-27-02-TM","Elegant Ashwood Leather & Harris Tweed Crossbody Bag Tan/Mcload: TW-27-02-TM",00050999,"Size: One Size",TW-27,ladies-c3/elegant-ashwood-leather-harris-tweed-crossbody-bag-tan-mcload-tw-27-02-tm-p9027,0,0,0,N
0005100000,5061042999344,,,25100,9028,4,,,,,,,65.000,54.167,65.000,54.167,0.000,0.000,,,ASHWOOD,"Elegant Ashwood Leather & Harris Tweed Crossbody Bag Black/Watch: TW-27-03-BW","Elegant Ashwood Leather & Harris Tweed Crossbody Bag Black/Watch: TW-27-03-BW",00051000,"Size: One Size",TW-27,ladies-c3/leather-handbags-c10/elegant-ashwood-leather-harris-tweed-crossbody-bag-black-watch-tw-27-03-bw-p9028,2,0.17,24,N
